Plant_Name,Scientific_Name,Plant_Type,Life_Cycle,Soil_Type,Sunlight_Needs,Water_Needs,Use,Poisonous,Preferred_Zone,Soil_PH,Size,Spacing
Salsify,Tragopogon porrifolius,Vegetable,Biennial,Loam,Full Sun,Medium,Edible,No,5-9,6.0-7.5,2-3 ft,8-12 in
Salvia,Salvia splendens,Flower,Perennial,Loam,Partial Shade,Medium,Ornamental,No,3-9,5.0-7.0,1-3 ft,12-18 in
Salvinia,Salvinia natans,Flower,Perennial,Loam,Partial Shade,High,Ornamental,No,3-9,6.0-7.5,1-3 ft,12-24 in
San Clemente Island Lotus,Acmispon dendroideus var. traskiae,Herb,Perennial,Sandy,Full Sun,Low,Ornamental,N/A,11-12,6.0-8.0,1-2 ft,12-18 in
San Diego Thornmint,Acanthomintha ilicifolia,Herb,Annual,Clay,Full Sun,Low,Ornamental,N/A,9-11,6.0-7.5,1-2 ft,6-12 in
San Francisco Lessingia,Lessingia germanorum,Herb,Annual,Sandy,Full Sun,Low,Ornamental,N/A,10-11,6.0-8.0,1-2 ft,6-12 in
Santa Cruz Tarplant,Holocarpha macradenia,Herb,Annual,Clay,Full Sun,Low,Ornamental,N/A,9-10,6.0-7.5,1-2 ft,12-18 in
Santa Monica Mountains Dudleya,Dudleya cymosa subsp. ovatifolia,Herb,Perennial,Sandy,Partial Shade,Low,Ornamental,N/A,9-11,6.0-7.5,6-12 in,6-12 in
Santa Rosa Island Manzanita,Arctostaphylos confertiflora,Tree,Perennial,Loam,Full Sun,Low,Ornamental,N/A,11-12,6.0-8.0,6-12 ft,6-12 ft
Santol,Sandoricum koetjape,Tree,Perennial,Loam,Full Sun,High,Edible,No,10-11,5.5-6.5,30-60 ft,20-30 ft
Sapodilla,Manilkara zapota,Tree,Perennial,Loam,Full Sun,Medium,Edible,No,10-11,6.0-8.0,30-60 ft,20-30 ft
Sassafras,Sassafras albidum,Flower,Perennial,Loam,Partial Shade,Medium,Ornamental,No,3-8,6.0-7.0,12-24 in,12-18 in
Savory (Summer),Satureja hortensis,Herb,Annual,Loam,Full Sun,Low,Edible,No,6-9,6.8-7.5,12-18 in,8-10 in
Scarlet Runner Bean,Phaseolus coccineus,Flower,Perennial,Loam,Partial Shade,Medium,Ornamental,No,4-8,6.0-7.0,1-2 ft,12-18 in
Schefflera,Schefflera arboricola,Flower,Perennial,Loam,Partial Shade,Medium,Ornamental,Yes,4-9,6.0-7.0,12-24 in,12-18 in
Scorzonera,Scorzonera hispanica,Vegetable,Perennial,Loam,Full Sun,Medium,Edible,No,5-9,6.0-7.5,2-3 ft,8-12 in
Scotch Broom,Cytisus scoparius,Tree,Perennial,Loam,Full Sun,Low,Ornamental,Yes,5-8,6.0-7.5,3-10 ft,3-6 ft
Sedum,Sedum acre,Flower,Perennial,Loam,Partial Shade,Medium,Ornamental,Yes,4-8,6.0-7.0,8-16 in,6-8 in
Sedum morganianum,Sedum morganianum,Flower,Perennial,Loam,Partial Shade,Medium,Ornamental,No,3-8,6.0-7.0,1-2 ft,12-18 in
Senecio mandraliscae,Senecio mandraliscae,Flower,Perennial,Loam,Partial Shade,Medium,Edible,Yes,3-8,5.0-7.0,6-12 in,6-8 in
Senecio rowleyanus,Senecio rowleyanus,Flower,Perennial,Loam,Partial Shade,Medium,Edible,Yes,3-8,5.0-7.0,1-2 ft,12-18 in
Sentry Palm,Howea forsteriana,Flower,Perennial,Loam,Partial Shade,Medium,Ornamental,Yes,4-9,5.5-7.0,1-2 ft,6-12 in
Serviceberry,Amelanchier canadensis,Flower,Perennial,Loam,Partial Shade,Medium,Ornamental,No,4-8,5.0-7.0,12-18 in,12-18 in
Shagbark Hickory,Carya ovata,Tree,Perennial,Loam,Full Sun,Medium,Edible,No,4-8,6.0-7.5,60-80 ft,30-50 ft
Shallot,Allium cepa var. aggregatum,Flower,Perennial,Loam,Partial Shade,Medium,Ornamental,No,4-8,6.0-7.0,6-12 in,12-18 in
Shasta Daisy,Leucanthemum × superbum,Flower,Perennial,Loam,Partial Shade,Medium,Ornamental,No,3-8,5.5-7.0,6-12 in,6-8 in
Shasta Snow-wreath,Neviusia cliftonii,Tree,Perennial,Loam,Partial Shade,Medium,Ornamental,N/A,7-10,5.5-7.5,6-12 ft,6-12 ft
Shellbark Hickory,Carya laciniosa,Tree,Perennial,Loam,Full Sun,Medium,Edible,No,5-8,6.0-7.0,60-80 ft,40-50 ft
Shooting Star,Dodecatheon meadia,Flower,Perennial,Loam,Partial Shade,Medium,Ornamental,No,3-8,6.0-7.0,1-2 ft,12-18 in
Short-leaved Pinebarren Milkwort,Polygala lewtonii,Herb,Perennial,Peat,Full Sun,Medium,Ornamental,N/A,8-10,5.0-6.5,1-2 ft,12-18 in
Short's Bladderpod,Physaria globosa,Herb,Perennial,Loam,Full Sun,Medium,Ornamental,N/A,5-7,6.0-7.5,1-2 ft,12-18 in
Showy Goldenrod,Solidago speciosa,Flower,Perennial,Loam,Partial Shade,Medium,Ornamental,No,4-8,6.0-7.0,1-2 ft,12-18 in
Shumard Oak,Quercus shumardii,Tree,Perennial,Loam,Full Sun,Medium,Timber,No,5-9,6.0-7.5,60-80 ft,30-50 ft
Sichuan Pepper,Zanthoxylum piperitum,Tree,Perennial,Loam,Full Sun,Medium,Edible,No,7-10,5.5-7.0,10-20 ft,8-10 ft
Silver Grass,Miscanthus sinensis,Grass,Perennial,Loam,Full Sun,Medium,Ornamental,No,5-9,5.5-7.5,4-8 ft,24-36 in
Skirret,Sium sisarum,Herb,Perennial,Loam,Full Sun,Medium,Edible,No,4-8,5.5-7.5,2-4 ft,12-18 in
Slippery Elm,Ulmus rubra,Tree,Perennial,Loam,Full Sun,Medium,Timber,No,3-9,6.0-7.5,40-70 ft,20-30 ft
Small Whorled Pogonia,Isotria medeoloides,Herb,Perennial,Loam,Partial Shade,Medium,Ornamental,N/A,4-7,5.5-7.0,1-2 ft,12-18 in
Snake Gourd,Trichosanthes cucumerina,Vegetable,Annual,Loam,Full Sun,Medium,Edible,No,8-11,6.0-7.5,6-10 ft,12-24 in
Snake Plant,Sansevieria trifasciata,Flower,Perennial,Loam,Partial Shade,Medium,Ornamental,No,4-8,6.0-7.0,12-18 in,6-8 in
Snakeroot,Asarum canadense,Herb,Perennial,Loam,Partial Shade,Medium,Ornamental,Yes,4-9,6.0-7.5,1-2 ft,12-18 in
Snap Pea,Pisum sativum var. macrocarpon,Flower,Perennial,Loam,Partial Shade,Medium,Ornamental,No,3-9,6.0-7.0,2-3 ft,12-18 in
Snapdragon,Antirrhinum majus,Flower,Perennial,Loam,Partial Shade,Medium,Ornamental,No,3-9,6.0-7.0,2-4 ft,12-18 in
Sneed’s Pincushion Cactus,Coryphantha sneedii var. sneedii,Tree,Perennial,Sandy,Full Sun,Low,Ornamental,N/A,9-11,6.0-8.0,6-12 in,6-12 in
Sneezeweed,Helenium autumnale,Flower,Perennial,Loam,Full Sun,High,Ornamental,No,4-9,5.0-7.0,4-7 ft,24-36 in
Snow Pea,Pisum sativum var. macrocarpon,Flower,Perennial,Loam,Full Sun,Medium,Ornamental,No,5-9,5.0-7.0,4-6 ft,24-36 in
Snowberry,Symphoricarpos albus,Tree,Perennial,Loam,Full Sun,Medium,Ornamental,Yes,3-7,6.0-7.5,3-6 ft,3-6 ft
Soaproot,Chlorogalum pomeridianum,Herb,Perennial,Sandy,Full Sun,Low,Edible,No,7-10,5.5-7.5,2-3 ft,8-12 in
Solidago shortii,Solidago shortii,Herb,Perennial,Loam,Full Sun,Medium,Ornamental,N/A,5-7,5.5-7.0,1-2 ft,12-18 in
Solomon’s Seal,Polygonatum biflorum,Flower,Perennial,Loam,Full Sun,Medium,Ornamental,No,4-8,6.0-7.0,2-4 ft,12-18 in
Sorrel,Rumex acetosa,Flower,Perennial,Loam,Full Sun,Medium,Ornamental,No,3-9,6.0-7.0,2-3 ft,12-18 in
Soursop,Annona muricata,Tree,Perennial,Loam,Full Sun,Medium,Edible,No,10-11,6.0-7.5,20-30 ft,15-20 ft
Soybean,Glycine max,Flower,Perennial,Loam,Full Sun,Medium,Ornamental,No,3-9,6.0-7.0,2-4 ft,12-18 in
Spaghetti Squash,Cucurbita pepo,Flower,Perennial,Loam,Full Sun,Medium,Ornamental,No,3-9,6.0-7.0,2-4 ft,12-18 in
Spalding’s Catchfly,Silene spaldingii,Herb,Perennial,Loam,Full Sun,Low,Ornamental,N/A,4-7,6.0-8.0,1-2 ft,12-18 in
Spanish Moss,Tillandsia usneoides,Flower,Perennial,Loam,Full Sun,Medium,Ornamental,No,3-9,5.5-7.0,2-4 ft,12-18 in
Spicebush,Lindera benzoin,Flower,Perennial,Sandy,Full Sun,Low,Ornamental,Yes,4-9,5.0-7.0,1-2 ft,18-24 in
Spider Flower,Cleome hassleriana,Flower,Annual,Loam,Full Sun,Low,Ornamental,No,10-11,6.0-7.5,3-5 ft,12-18 in
Spider Plant,Chlorophytum comosum,Flower,Perennial,Loam,Full Sun,High,Ornamental,Yes,3-9,5.0-7.0,2-5 ft,18-24 in
Spiderwort,Tradescantia virginiana,Flower,Perennial,Loam,Full Sun,High,Ornamental,No,4-9,5.0-7.0,4-7 ft,24-36 in
Spinach,Spinacia oleracea,Flower,Perennial,Loam,Full Sun,Medium,Edible,Yes,4-8,6.0-7.0,3-4 ft,18-24 in
Spirea,Spiraea japonica,Flower,Perennial,Loam,Full Sun,Medium,Ornamental,No,3-8,5.0-7.0,3-6 ft,18-24 in
Split-Leaf Philodendron,Monstera deliciosa,Flower,Perennial,Loam,Full Sun,Low,Ornamental,No,3-9,6.0-7.5,3-4 ft,24-36 in
Spoon-leaved Sundew,Drosera intermedia,Carnivorous,Perennial,Peat,Full Sun,High,Ornamental,No,9-12,4.0-6.0,2-6 in,4-8 in
Spring Creek Bladderpod,Lesquerella perforata,Herb,Annual,Sandy,Full Sun,Low,Ornamental,N/A,6-8,6.0-8.0,1-2 ft,12-18 in
Spruce,Picea abies,Flower,Perennial,Loam,Full Sun,Low,Ornamental,No,3-9,6.0-7.5,2-3 ft,24-36 in
Spurge,Euphorbia spp.,Herb,Perennial,Sandy,Full Sun,Low,Ornamental,Yes,9-11,6.0-7.5,1-3 ft,12-18 in
St. Francis’ Satyr,Neonympha mitchellii francisci,Herb,Perennial,Peat,Partial Shade,High,Ornamental,N/A,8-10,5.0-6.5,1-2 ft,6-12 in
St. John's Wort,Hypericum perforatum,Flower,Perennial,Sandy,Full Sun,Low,Ornamental,No,3-8,6.0-7.5,2-3 ft,18-24 in
Staghorn Fern,Platycerium bifurcatum,Flower,Perennial,Loam,Full Sun,Low,Ornamental,No,3-8,6.0-7.5,2-3 ft,12-18 in
Stapelia gigantea,Stapelia gigantea,Flower,Perennial,Loam,Full Sun,Low,Ornamental,No,3-9,6.0-7.5,3-4 ft,24-36 in
Star Anise,Illicium verum,Tree,Perennial,Loam,Full Sun,Medium,Edible,No,8-11,5.0-6.5,10-20 ft,10-15 ft
Star of Bethlehem,Ornithogalum umbellatum,Flower,Perennial,Loam,Full Sun,Medium,Ornamental,Yes,4-9,6.0-7.0,6-12 in,3-6 in
Starfruit,Averrhoa carambola,Tree,Perennial,Loam,Full Sun,Medium,Edible,No,10-11,5.5-6.5,20-30 ft,12-20 ft
Stebbins’ Morning-glory,Calystegia stebbinsii,Herb,Perennial,Loam,Full Sun,Low,Ornamental,N/A,10-11,6.0-7.5,1-2 ft,12-18 in
Stevia,Stevia rebaudiana,Flower,Perennial,Loam,Full Sun,Medium,Ornamental,No,4-8,6.0-7.5,3-6 ft,24-36 in
Stiff Goldenrod,Oligoneuron rigidum,Tree,Perennial,Loam,Full Sun,High,Ornamental,No,5-10,5.5-7.5,6-12 ft,4-8 ft
Stinging Nettle,Urtica dioica,Herb,Perennial,Loam,Full Sun,Medium,Edible,Yes,4-8,5.0-8.0,2-4 ft,12-18 in
Stock,Matthiola incana,Tree,Perennial,Sandy,Full Sun,Low,Ornamental,No,4-8,6.0-7.5,3-5 ft,3-4 ft
Stone Pine,Pinus pinea,Tree,Perennial,Loam,Full Sun,Low,Edible,No,8-10,6.0-7.5,40-80 ft,30-50 ft
Strawberry,Fragaria × ananassa,Tree,Perennial,Loam,Full Sun,Medium,Ornamental,No,6-10,5.5-7.0,4-8 ft,4-8 ft
String of Bananas,Senecio radicans,Tree,Perennial,Loam,Full Sun,Medium,Ornamental,No,2-7,5.0-7.0,6-12 ft,6-10 ft
String of Hearts,Ceropegia woodii,Tree,Perennial,Loam,Full Sun,Medium,Ornamental,Yes,3-9,4.5-6.5,6-10 ft,3-6 ft
String of Pearls,Senecio rowleyanus,Tree,Perennial,Loam,Full Sun,Medium,Ornamental,No,5-9,5.5-6.5,4-8 ft,3-5 ft
Sugar Apple,Annona squamosa,Tree,Perennial,Loam,Full Sun,Medium,Edible,No,10-11,6.5-7.5,12-20 ft,12-15 ft
Sugar Beet,Beta vulgaris,Herb,Biennial,Loam,Full Sun,Medium,Edible,No,2-10,6.0-7.0,6-18 in,2-4 in
Sugar Maple,Acer saccharum,Tree,Perennial,Loam,Full Sun,Medium,Ornamental,No,4-9,4.0-6.0,4-8 ft,3-6 ft
Sugar Root,Oenanthe pimpinelloides,Herb,Perennial,Loam,Full Sun,Medium,Edible,No,4-9,6.0-7.0,1-2 ft,8-12 in
Sugar Snap Pea,Pisum sativum var. macrocarpon,Tree,Perennial,Loam,Partial Shade,Medium,Ornamental,No,4-9,5.5-6.5,6-12 ft,6-12 ft
Sugarberry,Celtis laevigata,Tree,Perennial,Loam,Full Sun,Medium,Timber,No,7-10,6.0-7.5,40-70 ft,20-30 ft
Sugarcane,Saccharum officinarum,Grass,Perennial,Loam,Full Sun,High,Edible,No,9-11,6.0-7.5,6-20 ft,24-36 in
Sumac,Rhus typhina,Tree,Perennial,Loam,Partial Shade,Medium,Edible,No,3-8,5.0-6.5,10-20 ft,10-15 ft
Sumac,Rhus coriaria,Tree,Perennial,Loam,Full Sun,Medium,Edible,No,5-10,5.5-7.0,8-15 ft,8-12 ft
Summer Savory,Satureja hortensis,Herb,Annual,Loam,Full Sun,Low,Edible,No,6-9,6.0-8.0,1-2 ft,12-18 in
Summersweet,Clethra alnifolia,Tree,Perennial,Loam,Full Sun,Medium,Ornamental,No,4-9,5.0-7.0,3-8 ft,3-6 ft
Sunchoke,Helianthus tuberosus,Tree,Perennial,Loam,Partial Shade,Medium,Ornamental,No,4-9,5.0-7.0,6-12 ft,6-12 ft
Sunchoke (Jerusalem Artichoke),Helianthus tuberosus,Vegetable,Perennial,Loam,Full Sun,Medium,Edible,No,4-9,5.8-6.2,5-15 ft,18-24 in
Sundew,Drosera rotundifolia,Carnivorous,Perennial,Peat,Full Sun,High,Ornamental,No,3-8,4.0-6.0,2-6 in,4-8 in
Sunflower,Helianthus annuus,Flower,Perennial,Loam,Full Sun,Medium,Edible,No,4-9,6.0-7.0,8-15 ft,8-15 ft
Surinam Cherry,Eugenia uniflora,Tree,Perennial,Loam,Full Sun,Medium,Edible,No,9-11,5.5-7.5,10-25 ft,10-15 ft
Swamp Milkweed,Asclepias incarnata,Aquatic,Perennial,Loam,Full Sun,Medium,Edible,No,3-8,6.0-6.5,3-8 ft,3-6 ft
Swamp Rose,Rosa palustris,Aquatic,Perennial,Clay,Full Sun,Medium,Ornamental,No,3-9,5.5-7.5,3-6 ft,1-2 ft
Swamp White Oak,Quercus bicolor,Tree,Perennial,Loam,Full Sun,Medium,Timber,No,4-8,6.0-7.5,50-80 ft,30-50 ft
Swede,Brassica napus napobrassica,Herb,Biennial,Loam,Full Sun,Medium,Edible,No,3-9,6.0-7.5,12-24 in,4-6 in
Sweet Alyssum,Lobularia maritima,Flower,Perennial,Loam,Full Sun,Medium,Edible,No,4-9,6.0-6.5,6-10 ft,3-6 ft
Sweet Autumn Clematis,Clematis terniflora,Vegetable,Perennial,Loam,Full Sun,Medium,Edible,No,4-8,5.5-7.0,15-25 ft,8-10 ft
Sweet Bay,Laurus nobilis,Tree,Perennial,Loam,Full Sun,Medium,Edible,No,8-10,6.0-7.5,10-30 ft,8-12 ft
Sweet Cicely,Myrrhis odorata,Herb,Perennial,Loam,Partial Shade,Medium,Edible,No,4-8,6.0-7.0,2-3 ft,12-18 in
Sweet Corn,Zea mays,Vegetable,Perennial,Loam,Full Sun,Medium,Edible,No,4-9,5.5-7.0,30-60 ft,20-30 ft
Sweet Flag,Acorus calamus,Aquatic,Perennial,Clay,Full Sun,High,Edible,No,4-10,6.0-7.0,1-4 ft,1-2 ft
Sweet Pea,Lathyrus odoratus,Vegetable,Perennial,Loam,Partial Shade,Medium,Edible,No,5-9,5.5-7.0,15-40 ft,10-15 ft
Sweet Potato,Ipomoea batatas,Vegetable,Perennial,Loam,Full Sun,Medium,Edible,No,4-9,6.0-7.5,35-60 ft,20-25 ft
Sweet Rocket,Hesperis matronalis,Tree,Perennial,Loam,Full Sun,Low,Ornamental,Yes,3-8,6.0-7.0,60-80 ft,30-40 ft
Sweet Violet,Viola odorata,Tree,Perennial,Loam,Full Sun,Medium,Ornamental,Yes,3-7,6.0-7.0,40-70 ft,30-40 ft
Sweet William,Dianthus barbatus,Tree,Perennial,Loam,Full Sun,Medium,Ornamental,No,4-9,6.0-7.5,60-80 ft,30-50 ft
Sweet Woodruff,Galium odoratum,Flower,Perennial,Sandy,Full Sun,Low,Ornamental,No,3-8,5.5-7.0,1-2 ft,12-18 in
Sweetbay Magnolia,Magnolia virginiana,Tree,Perennial,Loam,Full Sun,Medium,Ornamental,No,5-10,5.5-7.5,30-60 ft,15-20 ft
Sweetgum,Liquidambar styraciflua,Flower,Perennial,Loam,Full Sun,Medium,Ornamental,No,3-8,6.0-7.0,1-2 ft,12-18 in
Sweetshrub,Calycanthus floridus,Flower,Perennial,Loam,Full Sun,High,Ornamental,No,3-9,5.5-7.0,2-3 ft,12-18 in
Sweetspire,Itea virginica,Flower,Perennial,Loam,Full Sun,Medium,Ornamental,No,4-9,5.0-7.0,1-2 ft,12-18 in
Swiss Chard,Beta vulgaris subsp. cicla,Flower,Perennial,Loam,Partial Shade,Medium,Ornamental,No,3-8,6.0-7.0,1-2 ft,12-18 in
Swiss Cheese Plant,Monstera deliciosa,Flower,Perennial,Loam,Full Sun,Medium,Ornamental,No,3-8,5.5-7.0,1-2 ft,12-18 in
Switchgrass,Panicum virgatum,Flower,Perennial,Loam,Partial Shade,Medium,Ornamental,No,3-8,6.0-7.0,2-4 ft,12-18 in
Sycamore,Platanus occidentalis,Flower,Perennial,Loam,Partial Shade,High,Ornamental,No,3-7,6.0-7.0,4-6 ft,24-36 in
Syngonium,Syngonium podophyllum,Flower,Perennial,Loam,Partial Shade,Medium,Ornamental,No,3-8,6.0-7.0,1-3 ft,12-18 in
Szechuan Leaf (Toothache Plant),Acmella oleracea,Herb,Annual,Loam,Full Sun,Medium,Edible,No,9-11,6.0-7.0,1-2 ft,6-12 in
Szechuan Lovage,Levisticum officinale,Herb,Perennial,Loam,Full Sun,Medium,Edible,No,4-9,6.0-7.0,3-6 ft,12-18 in
Szechuan Pepper,Zanthoxylum piperitum,Tree,Perennial,Loam,Full Sun,Medium,Edible,No,7-10,5.5-7.0,10-20 ft,8-10 ft
Tabasco Pepper,Capsicum frutescens,Herb,Perennial,Loam,Full Sun,Medium,Edible,No,10-11,6.0-7.0,2-4 ft,18-24 in
Tamarack,Larix laricina,Tree,Perennial,Loam,Full Sun,Medium,Timber,No,2-5,4.0-7.0,40-80 ft,10-20 ft
Tamarillo,Solanum betaceum,Tree,Perennial,Loam,Full Sun,Medium,Edible,No,9-11,5.5-7.5,6-18 ft,6-10 ft
Tamarind,Tamarindus indica,Tree,Perennial,Loam,Full Sun,Medium,Edible,No,10-11,6.0-7.5,40-80 ft,20-30 ft
Tannia,Xanthosoma sagittifolium,Herb,Perennial,Loam,Full Sun,High,Edible,No,9-12,5.5-7.5,3-5 ft,18-24 in
Tape Grass,Vallisneria spiralis,Aquatic,Perennial,Aquatic,Full Sun,High,Ornamental,No,5-11,6.0-8.0,1-3 ft,1-2 ft
Taro,Colocasia esculenta,Flower,Perennial,Loam,Partial Shade,Medium,Ornamental,No,3-8,6.0-7.0,1-2 ft,12-18 in
Tarragon,Artemisia dracunculus,Flower,Perennial,Sandy,Full Sun,Low,Ornamental,Yes,4-7,6.0-7.0,1-2 ft,12-18 in
Tat Soi,Brassica rapa subsp. narinosa,Vegetable,Annual,Loam,Full Sun,Medium,Edible,No,4-10,6.0-7.5,6-8 in,6-8 in
Tatsoi,Brassica rapa subsp. narinosa,Flower,Perennial,Loam,Full Sun,Medium,Ornamental,No,3-8,5.5-7.0,2-5 ft,12-18 in
Tennessee Coneflower,Echinacea tennesseensis,Herb,Perennial,Loam,Full Sun,Low,Ornamental,N/A,5-7,6.0-7.5,1-2 ft,12-18 in
Tennessee Yellow-eyed Grass,Xyris tennesseensis,Herb,Perennial,Loam,Full Sun,Medium,Ornamental,N/A,6-8,5.5-7.0,1-2 ft,12-18 in
Texas Ayenia,Ayenia limitaris,Tree,Perennial,Loam,Full Sun,Medium,Ornamental,N/A,8-10,6.0-7.5,1-2 ft,12-18 in
Texas Poppy-mallow,Callirhoe scabriuscula,Herb,Perennial,Loam,Full Sun,Low,Ornamental,N/A,8-10,6.0-8.0,1-2 ft,12-18 in
Texas Wild Rice,Zizania texana,Aquatic,Perennial,Aquatic,Full Sun,High,Edible,N/A,8-10,6.5-7.5,4-6 ft,2-4 ft
Tharp’s Blue Star,Amsonia tharpii,Herb,Perennial,Loam,Full Sun,Medium,Ornamental,N/A,6-10,6.0-7.5,1-2 ft,12-18 in
Thimbleberry,Rubus parviflorus,Flower,Perennial,Sandy,Full Sun,Low,Ornamental,No,3-9,5.5-7.5,2-5 ft,18-24 in
Three Birds Orchid,Triphora trianthophoros,Herb,Perennial,Loam,Partial Shade,Medium,Ornamental,N/A,4-8,5.5-7.0,6-12 in,6-12 in
Thyme,Thymus vulgaris,Flower,Perennial,Sandy,Full Sun,Low,Ornamental,No,3-8,5.5-7.5,2-4 ft,18-24 in
Tickseed,Coreopsis tinctoria,Flower,Perennial,Loam,Full Sun,Low,Ornamental,No,4-9,6.0-7.0,1-2 ft,12-18 in
Tiger Nut,Cyperus esculentus,Grass,Perennial,Loam,Full Sun,Medium,Edible,No,8-11,5.5-7.5,1-3 ft,12-18 in
Tillandsia,Tillandsia spp.,Flower,Perennial,Loam,Full Sun,Medium,Ornamental,No,4-9,5.0-7.0,6-18 in,6-10 in
Toad Lily,Tricyrtis hirta,Grass,Perennial,Sandy,Full Sun,Low,Ornamental,No,3-9,6.0-7.5,2-3 ft,18-24 in
Tomatillo,Physalis philadelphica,Grass,Perennial,Sandy,Full Sun,Low,Ornamental,No,3-9,6.0-7.5,3-8 ft,24-36 in
Tomato,Solanum lycopersicum,Grass,Perennial,Sandy,Full Sun,Low,Ornamental,No,3-9,6.0-7.5,2-4 ft,18-24 in
Tomato (wild),Solanum pimpinellifolium,Herb,Annual,Loam,Full Sun,Medium,Ornamental,Yes,9-11,5.5-7.5,1-3 ft,12-24 in
Toothcup,Rotala ramosior,Herb,Annual,Clay,Full Sun,High,Ornamental,N/A,7-10,5.5-7.0,1-2 ft,6-12 in
Torrey’s Crag Lily,Hesperocallis undulata,Herb,Perennial,Loam,Full Sun,Low,Ornamental,N/A,8-11,6.0-7.5,1-2 ft,12-18 in
Trillium,Trillium grandiflorum,Grass,Perennial,Sandy,Full Sun,Low,Ornamental,No,3-9,6.0-7.5,3-6 ft,24-36 in
Tropical Almond,Terminalia catappa,Tree,Perennial,Loam,Full Sun,Low,Edible,No,10-11,5.5-7.5,35-60 ft,25-35 ft
Tropical Pitcher Plant,Nepenthes spp.,Carnivorous,Perennial,Peat,Partial Shade,High,Ornamental,No,11-12,5.0-6.5,1-3 ft,12-24 in
Trumpet Pitcher,Sarracenia minor,Carnivorous,Perennial,Peat,Full Sun,High,Ornamental,No,7-10,4.0-6.0,12-36 in,12-18 in
Trumpet Vine,Campsis radicans,Grass,Perennial,Sandy,Full Sun,Low,Ornamental,No,3-9,6.0-7.5,3-5 ft,18-24 in
Tulip,Tulipa spp.,Grass,Perennial,Loam,Partial Shade,Medium,Ornamental,No,4-9,5.5-7.0,2-4 ft,18-24 in
Tulip Poplar,Liriodendron tulipifera,Grass,Perennial,Loam,Partial Shade,Medium,Ornamental,No,4-8,5.5-7.0,2-4 ft,18-24 in
Tulip Tree,Liriodendron tulipifera,Grass,Perennial,Loam,Full Sun,Medium,Ornamental,No,3-8,5.5-7.0,2-5 ft,18-24 in
Turmeric,Curcuma longa,Herb,Perennial,Loam,Full Sun,Medium,Edible,No,8-11,5.5-6.5,2-3 ft,12-18 in
Turnip,Brassica rapa subsp. rapa,Grass,Perennial,Loam,Full Sun,Medium,Ornamental,No,3-8,5.5-7.0,2-4 ft,18-24 in
Turnip Greens,Brassica rapa subsp. rapa,Vegetable,Annual,Loam,Full Sun,Medium,Edible,No,2-11,6.0-7.5,12-18 in,6-8 in
Tzimbalo,Solanum caripense,Tree,Perennial,Loam,Full Sun,Medium,Edible,No,9-11,6.0-7.5,6-10 ft,6-10 ft
Ulluco,Ullucus tuberosus,Vegetable,Perennial,Loam,Full Sun,Medium,Edible,No,9-11,5.5-7.0,12-24 in,12-18 in
Umbrella Plant,Schefflera arboricola,Grass,Perennial,Loam,Partial Shade,Medium,Ornamental,No,4-9,5.5-7.0,2-4 ft,18-24 in
Umbrella Tree,Schefflera actinophylla,Grass,Annual,Loam,Full Sun,High,Edible,No,3-7,5.5-7.0,2-5 ft,12-18 in
Valerian,Valeriana officinalis,Grass,Perennial,Loam,Full Sun,High,Ornamental,No,3-9,5.5-7.0,3-10 ft,18-24 in
Vallisneria,Vallisneria spiralis,Grass,Perennial,Loam,Full Sun,High,Ornamental,No,3-9,5.5-7.0,2-5 ft,12-18 in
Vanilla,Vanilla planifolia,Vine,Perennial,Loam,Partial Shade,High,Edible,No,11-12,6.0-7.0,6-30 ft,3-5 ft
Venus Flytrap,Dionaea muscipula,Carnivorous,Perennial,Peat,Full Sun,High,Ornamental,No,6-8,4.5-5.5,4-8 in,4-6 in
Verbena,Verbena officinalis,Aquatic,Perennial,Loam,Full Sun,High,Ornamental,No,4-10,6.0-7.0,1-3 ft,12-18 in
Viburnum,Viburnum opulus,Aquatic,Perennial,Loam,Full Sun,High,Ornamental,No,4-10,6.0-7.0,1-3 ft,12-18 in
Vietnamese Coriander,Persicaria odorata,Herb,Perennial,Loam,Full Sun,High,Edible,No,8-11,5.5-7.0,1-2 ft,12-18 in
Violet,Viola spp.,Aquatic,Perennial,Loam,Full Sun,High,Ornamental,Yes,9-11,6.5-7.5,1-3 ft,12-18 in
Virginia Bluebells,Mertensia virginica,Aquatic,Perennial,Loam,Full Sun,High,Ornamental,Yes,9-11,6.5-7.5,1-3 ft,12-18 in
Virginia Creeper,Parthenocissus quinquefolia,Aquatic,Perennial,Loam,Full Sun,High,Ornamental,No,4-10,6.0-7.5,2-4 in,2-4 in
Virginia Round-leaf Birch,Betula uber,Tree,Perennial,Loam,Full Sun,Medium,Timber,N/A,6-8,5.5-7.0,30-60 ft,10-15 ft
Virginia Sneezeweed,Helenium virginicum,Herb,Perennial,Loam,Full Sun,Medium,Ornamental,N/A,5-7,5.5-7.0,1-3 ft,12-18 in
Virginia Spiraea,Spiraea virginiana,Tree,Perennial,Loam,Full Sun,Medium,Ornamental,N/A,5-8,6.0-7.5,6-12 ft,6-12 ft
Virginia Wild Rye,Elymus virginicus,Aquatic,Perennial,Loam,Full Sun,High,Ornamental,No,3-10,6.0-7.5,1-3 ft,12-18 in
Wallflower,Erysimum cheiri,Aquatic,Perennial,Loam,Full Sun,High,Ornamental,No,4-10,6.0-7.0,1-3 ft,12-18 in
